OBJECTID,ROAD_NAME,STATUS,PROJ_NAME,TYPE,TOWN,Shape__Length
28,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,COVENTRY,17609.6853874274
29,NA,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,CUMBERLAND,360.311934794325
30,NA,COMPLETED,CRANSTON WASHINGTON SECONDARY BIKE PATH,PATH,CRANSTON,144.627191400137
31,NA,COMPLETED,CRANSTON WASHINGTON SECONDARY BIKE PATH,PATH,CRANSTON,2624.58744989954
32,NA,COMPLETED,I-295 VISITOR CENTER,PATH,LINCOLN,3128.23000370103
33,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,JOHNSTON,226.980150396163
34,NA,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,LINCOLN,2345.24307285821
35,BURMA ROAD,COMPLETED,BURMA ROAD,BIKE LANES,MIDDLETOWN,10199.1301273737
36,KING PHILLIP ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,JOHNSTON,2054.75452961601
37,KING PHILLIP ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,449.890929217168
38,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,2903.18754060019
39,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,3275.25657012201
40,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,JOHNSTON,653.19947322591
41,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,524.827710771886
42,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,97.9390508059889
43,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,742.885608476212
44,NA,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,JOHNSTON,5891.82543541966
45,NEWCOMB RD,COMPLETED,QUONSET BIKE PATH,PATH,NORTH KINGSTOWN,12281.8184649877
46,NA,UNDER DESIGN 2015,PROVIDENCE RIVER PEDESTRIAN BRIDGE,PEDESTRIAN BRIDGE,PROVIDENCE,3287.62712491372
47,NA,UNDER DESIGN 2015,PROVIDENCE RIVER PEDESTRIAN BRIDGE,PEDESTRIAN BRIDGE,PROVIDENCE,159.60515179973
48,GRECO LANE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,318.020187917637
49,DELAINE ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,1002.68518923278
50,CHASE ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND,695.404426328909
51,MEETING ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND,341.112495845961
52,NA,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND,1843.48146245679
53,FRONT ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,LINCOLN,4684.63070924064
54,NA,COMPLETED,BLACKSTONE RIVER BIKEWAY,LOCAL BIKE ROUTE,CUMBERLAND,464.188573664314
55,SILVA ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND,582.092407544013
56,JOHN ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND/LINCOLN,540.264128805267
57,TITUS ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND,510.385807974865
58,CHAMBERS ST,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,CUMBERLAND/LINCOLN,504.099095013311
59,NA,DROPPED,BLACKSTONE RIVER BIKEWAY,OLD PROPOSED PATH,CUMBERLAND,1816.20607932184
60,PILGRIM PKWY,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,3970.9620483459
61,SCITUATE AVE,COMPLETED,STRIPPED,STATEWIDE ROUTE,SCITUATE,14046.2490570389
62,TUNK HILL RD,COMPLETED,STRIPPED,STATEWIDE ROUTE,SCITUATE,5874.29013667869
63,ALGONQAUIN DR,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1078.50342734463
64,HOPE ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,16417.9786915292
65,SEVEN MILE ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,9902.97169424594
66,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,WARWICK,1103.09489848417
67,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,WARWICK,891.977291267006
68,BEACH AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,593.719610408497
69,WEST SHORE ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,7130.27587666785
70,STOKES ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,154.425421816152
71,BELMAN AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2168.93005764298
72,SHAWOMET  AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,4179.89393321736
73,BEACH AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,2928.94968120249
74,HARBOR AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1350.47096887289
75,MATTESON AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,252.579780044312
76,VICTORY HWY,COMPLETED,STRIPPED,STATEWIDE ROUTE,WEST GREENWICH,732.555930133126
77,MAIN ST,COMPLETED,STRIPPED,STATEWIDE ROUTE,COVENTRY,2722.43076036361
78,PALMER AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,4788.02179204364
79,ROCKY POINT AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,1969.82275803198
80,WARWICK NECK AVE,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,4140.16097058002
81,GREENVILLE RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,3125.66466461171
82,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,6194.03538825886
83,GREENVILLE RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,3973.02631388647
84,DOUGLAS PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,6337.98288832595
85,DOUGLAS PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,1095.46345441106
86,BRONCO HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,10733.0966749846
87,MONEY HILL RD,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,5533.12661439809
88,PUTNAM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,GLOCESTER,8801.70963487046
89,VICTORY HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,717.330569842284
90,PUTNAM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,GLOCESTER,27212.7071813212
91,FARNUM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,2910.84205823543
92,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,2993.70880307117
93,FARNUM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,1716.09215653642
94,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,10854.9118975652
95,RUSSELL LANE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,1206.19934925317
96,PUTNAM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,GLOCESTER,26712.093165027
97,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,5086.27886972546
98,LELAND MOWRY DRIVE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,1265.4632457174
99,LELAND MOWRY DRIVE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,18.9736474059517
100,HILLSIDE ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,1074.77643473711
101,OLD COUNTY ROAD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,6833.23742166664
102,OLD COUNTY ROAD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,1301.40946610183
103,PLEASANT VIEW AVE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,15434.7791110493
104,PUTNAM PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,GLOCESTER/SMITHFIELD,12492.4108289665
105,MAPLE AVE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,4222.13246773355
106,DEAN AVE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,SMITHFIELD,2565.95678207531
107,SOUTH RD,DROPPED,URI/SOUTH COUNTY BIKE PATH CONNECTOR (4),DROPPED BIKE PROJECT,SOUTH KINGSTOWN,513.964992387808
108,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,WEST WARWICK,9913.19865941211
109,NA,COMPLETED,WASHINGTON SECONDARY BIKE PATH,PATH,COVENTRY,176.024517901931
110,NA,COMPLETED,EAST BAY BIKE PATH,PATH,BRISTOL,1624.27618916201
111,GREAT RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,6579.06902188166
112,VICTORY HWY,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,8.41093303123123
113,WALLUM LAKE RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,4779.636066986
114,S SHORE RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,3786.04111188013
115,GREAT RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,1072.48761444358
116,NORTH MAIN ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,2713.79849895364
117,MAIN ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,387.140655374803
118,RAILROAD ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,1265.47223361543
119,SCHOOL ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,7027.41426801024
120,NATE WHIPPLE HWY,COMPLETED,STRIPPED,STATEWIDE ROUTE,CUMBERLAND,22821.6219089996
121,DOUGLAS PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,7768.04992252787
122,CHAPEL ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,4770.70418045379
123,BRONCO HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,10143.2446481629
124,EAST AVE,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,9672.37375496733
125,HARRISVILLE MAIN RD,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,403.176273996383
126,WALLUM LAKE RD,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,22536.7785451419
127,MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,2860.64737614211
128,NA,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,24078.8743466359
129,BRONCO HWY,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,2893.44056393523
130,MAIN ST,DROPPED,NORTHWEST REGIONAL BIKE FACILITY,DROPPED BIKE PROJECT,BURRILLVILLE,1933.58540132085
131,CHURCH ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,4576.0301296385
132,HIGH ST,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,BURRILLVILLE,565.510422778546
133,DOUGLAS PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,7620.33757188675
134,PROVIDENCE PIKE,DROPPED,NORTHWEST BIKE TRAIL,DROPPED BIKE PROJECT,NORTH SMITHFIELD,17795.712625255
135,GEOCKEL AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,555.183905369843
136,POST ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,473.959560838929
137,FAIRWEATHER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1795.52085736086
138,DEAN PARKWAY,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,6389.55035029751
139,NEWMARKET ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,255.980998769334
140,HERSEY ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,97.6847733742871
141,PONTIAC AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,86.9225486618494
142,LAWNACRE DR,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,4594.58649521089
143,GARDNER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1397.81799484655
144,WELLINGTON AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1839.90103190366
145,HOWLAND ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,574.177280187748
146,HAMPSHIRE ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,402.427364093537
147,PHENIX AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,9092.71538028058
148,FAIR ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,5294.3267597482
149,CLEARWATER ST,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,632.030019286147
150,NARRAGANSETT PKWY,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,9441.7822658846
151,NARRAGANSETT PKWY,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,27.0211695674951
152,SPRING GREEN ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,948.261761827933
153,SPRING GREEN ROAD,COMPLETED,WARWICK-EAST GREENWICH BICYCLE NETWORK,LOCAL BIKE ROUTE,WARWICK,638.905225362626
154,FLAT RIVER ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,COVENTRY,30208.5821881082
155,VICTORY HWY,COMPLETED,STRIPPED,STATEWIDE ROUTE,FOSTER/COVENTRY,17656.1742326381
156,NA,DROPPED,TEN MILE RIVER GREENWAY,PROPOSED PATH,EAST PROVIDENCE,1217.75133760383
157,SPRINGFIELD AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PROPOSED ROUTE,JOHNSTON,311.301400585794
158,NA,UNDER DESIGN 2015,TEN MILE RIVER GREENWAY,PATH,EAST PROVIDENCE,254.011694510483
159,NA,DROPPED,TEN MILE RIVER GREENWAY,PATH,EAST PROVIDENCE,81.7163297400479
160,ACORN ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,BIKE LANES,PROVIDENCE,162.804553898575
161,NA,UNDER DESIGN 2015,TEN MILE RIVER GREENWAY,PROPOSED PATH,EAST PROVIDENCE,2034.39166097575
162,NA,DROPPED,SOUTH ELMWOOD SPUR,SPUR,CRANSTON,3576.83656117859
163,BUDLONG ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,528.178378312201
164,NA,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,230.935285308314
165,COMMERCIAL ST,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,538.104127054498
166,SHELDON ST,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,364.676505903017
167,BROAD ST,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,585.695440690092
168,MAPLETON ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1725.96227945421
169,PARK VIEW BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1082.95932778178
170,DRESDEN ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,854.447427471458
171,PIERCE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,201.518872667738
172,SCITUATE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,5891.80186158426
173,SCITUATE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,69.3050946343169
174,GARDEN CITY BYWAY,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,553.93389819374
175,WAYSIDE DRIVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,986.631487459083
176,SECOND AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1789.21868497416
177,WELLINGTON AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,996.475442011876
178,BROAD ST,COMPLETED,BIKE LANES,BIKE LANES,CRANSTON,575.725934833357
179,BROAD ST,COMPLETED,BIKE LANES,LOCAL BIKE ROUTE,CRANSTON,55.0916578053995
180,NANNAQUAKET ROAD,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,8848.69244236068
181,NOOSENECK HILL ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,WEST GREENWICH,23588.7478828146
182,VICTORY HWY,COMPLETED,STRIPPED,STATEWIDE ROUTE,COVENTRY/W GREEN/EXETER,38889.5373066667
183,MAIN ROAD,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,2392.9952274554
184,SEAPOWET AVE,DROPPED,AQUIDNECK ISLAND BIKE PATH,PROPOSED PATH,TIVERTON,11555.9044169302
185,SAND HILL COVE ROAD,COMPLETED,STRIPPED,STATEWIDE ROUTE,NARRAGANSETT,6347.86100918974
186,NA,COMPLETED,BLACKSTONE RIVER BIKEWAY,PATH,LINCOLN,6395.03172989439
187,PROMENADE ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,BIKE LANES,PROVIDENCE,3147.11063281425
188,KINSLEY ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,BIKE LANES,PROVIDENCE,3190.0987257436
189,KINSLEY ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,BIKE LANES,PROVIDENCE,1871.71943206342
190,AMHURST ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,206.126884152474
191,TERESEA ST,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,1146.9263276773
192,GLENGRIDGE AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,PATH,PROVIDENCE,229.487311274319
193,MANTON AVE,COMPLETED,NORTHWEST TRAIL-WOONASQUATUCKET RIVER BIKEWAY,LOCAL BIKE ROUTE,PROVIDENCE,666.060157542964
194,GANSETT AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,88.7746880032357
195,TRAINOR ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1213.1601234032
196,TRAINOR ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,14.7796944779642
197,ALLENS AVE/PROVIDENCE,COMPLETED,BIKE LANES,BIKE LANES,PROVIDENCE,6785.33154402287
198,PEERLESS ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,242.077281298475
199,FIAT AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2388.21953783332
200,PLAINFIELD PIKE,COMPLETED,STRIPPED,STATEWIDE ROUTE,SCITUATE/CRANSTON,7618.33775969383
201,DYER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,974.497414668357
202,NARRAGANSETT BLVD,COMPLETED,BIKE LANES,BIKE LANES,PROVIDENCE,2114.60416767918
203,GRAND AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,700.185015792558
204,WHEELER AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2403.81773490607
205,PONTIAC AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,242.58456694533
206,LEGION WAY,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3741.5346188477
207,GRACE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,216.139524036684
208,ELDRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,436.78630931784
209,UXBRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,62.0657926638101
210,POND ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1861.83594120489
211,CRANSTON ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,126.671022682664
212,UXBRIDGE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1825.91559536601
213,VALLETTE ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,252.917116787026
214,AUMOND ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,495.040372939566
215,NARRAGANSETT BLVD,COMPLETED,BIKE LANES,BIKE LANES,PROVIDENCE,1688.88976821233
216,BUDLONG ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3006.25526334622
217,HAZELTON ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,892.609653608508
218,SHAW AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1870.2277032437
219,BROAD ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,19.9004345492016
220,INGLESIDE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,113.96237856407
221,FERNCREST AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,2085.58507078636
222,ASHMONT ST,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,498.83443696429
223,BEACHMONT AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,648.326492469904
224,FREDERICK C GREEN MEM BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,3594.05554751529
225,HADDON HILL ROAD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,184.476782974831
226,EDGEWOOD BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,993.867830456841
227,FREDERICK C GREEN MEM BLVD,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,1425.19476951439
228,SCITUATE AVE,COMPLETED,CRANSTON CROSS-CITY BICYCLE CORRIDOR,LOCAL BIKE ROUTE,CRANSTON,20109.1881367775
