OBJECTID,F_Name,F_Type,Street,Town,OwnerTyp,P_Ground,B_Field,S_Field,F_Field,M_Field,B_Court,T_Court,V_Court,Track,SkatPark,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,RestRoom,W_Path,B_Path,SplashPark,PickBall,Shelter,CommGard,Stage,Dog,TabGame,Camping,Fitness,GrantFund,POINT_X,POINT_Y,DEMID,StateBond,LWCF,GlobalID,RIEJ,Justice40,x,y
824,Stillhouse Cove,LP,arragansett Blvd,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.38991687,41.77013939,Not Applicable,N,N,{B7644B7E-8681-438F-BF1C-CA96673A6205},N,N,358113.340015419,250273.612501755
825,Lampham Pond,FB,Victory,Burrillville,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.64172354,41.96570262,Not Applicable,N,N,{4DF50DD9-5801-4B42-874B-CACA7EA835CC},N,N,289539.663842835,321549.949279502
826,Blackstone Bikeway,SP,Rte 295,Lincoln,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,N,-71.44416746,41.93954059,7111,?,N,{126C490D-70E8-4132-980D-CB9FB4497ACD},N,N,343273.97140025,311989.377193339
827,Homestead Boat Ramp,FB,Narragansett,Portsmouth,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.30502224,41.61980518,Not Applicable,N,N,{E6A061E5-E45E-47C4-9FBB-CBA5958D718C},N,N,381396.083476085,195534.176049083
828,Apponaug Park,LP,Post,Warwick,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4574364,41.69922648,Not Applicable,N,N,{7DB0C65C-540C-4B26-A802-CBB5129215EC},N,N,339707.201302834,224417.046104752
829,Saugatucket Park,LP,High,South Kingstown,MUN,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.50145165,41.43885766,"987015,2020-40-10,20037029",Y,N,{9B0CB079-FC52-42C0-9E99-CBB848CD643C},N,N,327685.302118335,129540.146948166
830,Stone Hill Field,LP,Elena,Cranston,MUN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.48611149,41.7863272,4400122,N,Y,{4549B5B5-E929-448B-A123-CBE0B94498AC},N,N,331871.081148334,256153.482303672
831,Thompson Memorial Park,LP,Gibson,Narragansett,MUN,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45976342,41.42506409,Not Applicable,N,N,{DF5CFE60-D5B0-4F0F-B514-CC97B720F1AC},N,N,339118.250052918,124516.683569923
832,Manchester Street Fishing Pier,FB,Manchester,West Warwick,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.52446526,41.68515349,2011-40-07,Y,N,{DFFACE4D-E83E-4B54-8A8D-CCCB0DB93240},N,N,321400.558454253,219287.050131172
833,Town Dock Park,LP,Brown,North Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.45121568,41.57016898,Not Applicable,N,N,{E3AFDCB8-6654-4EA3-B876-CD3D76B4157B},N,N,341432.645358503,177391.017125502
834,Washington Secondary Bikepath,LP,Pilgrim,Coventry,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,N,-71.547552,41.69466874,Not Applicable,N,N,{2B8D3750-E308-49FE-B8B1-CDD83EE07BCA},N,N,315096.246259753,222756.955921002
835,Blackstone Bikeway,SP,Farnworth,Lincoln,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N,-71.40835476,41.91162597,7017,?,N,{40967E7C-524E-40BC-AB10-CE319F288EC3},N,N,353028.584765002,301825.504148416
836,Peace & Plenty Park,LP,Peace Street,Providence,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.42273108,41.80641112,2013-40-20,Y,N,{C4CCBD42-6086-46E0-B17E-CE34F651FCAC},Y,Y,349149.944884501,263481.179262422
837,Edward Street Playground,LP,Edward,Newport,SCH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.31304003,41.49255857,"4400215,887003",Y,Y,{D8355D99-7B9E-4C2D-9239-CE419EA83010},Y,N,379304.143106166,149162.869185589
838,Squantum Woods Grove,LP,Veterans Memorial,East Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.36986782,41.7945202,Not Applicable,N,N,{316A6D6A-DF46-46AF-9313-CEDAAF63931F},Y,N,363569.153906919,259165.542880587
839,Bicknell Field,LP,Walnut,Barrington,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.33890689,41.74308379,4400170,N,Y,{06D85C14-306C-4ECD-A1B4-CF22CAF639DC},N,N,372047.013263501,240436.613475002
840,Barney Pond Area,LP,Smithfield,Lincoln,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4140903,41.89648928,Not Applicable,N,N,{643685A1-4764-4575-A820-CF65FE22592E},N,N,351472.93138025,296308.009277917
841,Laurel Hill Playground,SC,Grover,Providence,SCH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.45627961,41.81672819,Not Applicable,N,N,{314F7AEC-5663-490F-8620-CF6877EA6E7C},Y,Y,340001.353929751,267234.268212922
842,George Washington Campground,SP,George Washington,Glocester,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.75794486,41.92362538,7058,?,N,{72D62B52-6504-4DF9-8638-CF6DCC38ED40},N,N,257885.515537083,306290.406307839
843,Edgewood Park,LP,Narragansett,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.39504461,41.78184439,4400155,N,Y,{9EA59D41-09DC-4F7C-8EBA-CF9FC9614752},Y,N,356709.317889083,254537.124972083
844,Cranston St. Playground,LP,Cranston,Providence,MUN,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.42342686,41.81542608,170,Y,N,{AF5892DC-7EA2-48E1-A656-CFCADD59918F},Y,Y,348957.318629336,266766.049005002
845,Kenney Field,AF,Jefferson,Warwick,NGO,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.44581532,41.71908043,Not Applicable,N,N,{0850115B-77DE-496C-A1DA-CFDC9D0B1272},N,N,342876.29699875,231653.45059517
846,Carl's Pond,FB,Jencks,Cumberland,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.44660116,42.01312872,5092,?,N,{35FF6EEE-6F15-4DEC-BD59-CFEA556A4E68},N,N,342595.106616251,338805.146396339
847,Lime Rock Park,LP,Jenckes Hill,Lincoln,MUN,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Y,-71.46989147,41.91061853,"4400056,2011-70-04",Y,Y,{E4C9D553-E346-4373-9208-D012E335DAE7},N,N,336278.812490333,301446.499985166
848,Smith St. Lot,LP,Smith,Cranston,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.39967325,41.78505011,Not Applicable,N,N,{9DBD4E05-4637-4684-849E-D0593E2223D3},Y,N,355445.518907502,255703.772901252
849,Blue Beach,LP,Quonset,North Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.41568632,41.58681103,Not Applicable,N,N,{A00FBBC5-BC65-426D-B8D4-D05A6AD18785},N,Y,351148.957290668,183462.605376005
850,McGinn Park,LP,School,North Kingstown,MUN,1,4,1,1,1,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.46205927,41.61907359,"4400369,2013-40-12,20034003,897020",Y,Y,{393C6600-5BE8-4D21-82B7-D0BD3B453446},N,Y,338457.578802083,195209.625845172
851,Aquidneck Park,LP,King,Newport,MUN,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.31162451,41.48236382,Not Applicable,N,N,{CB7FC9E7-61B6-423C-BCE7-D10BE4FF5728},N,N,379700.039624084,145448.964211836
852,Tiverton Middle School,SC,Quintal,Tiverton,SCH,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.15909938,41.62908974,Not Applicable,N,N,{1D8459A9-31C7-40C8-9BF5-D13527730DB3},N,N,421282.428900085,199041.282880001
853,Arcadia Management Area,MA,Ten Rod,Exeter,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.72419876,41.58083531,6115,?,N,{99F30599-106A-4731-8D46-D162B6C46961},N,N,266743.79178375,181353.530197836
854,Olney Pond Fishing Access,FB,Stump Hill,Lincoln,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.42659672,41.89469397,7066,?,N,{8377E4C0-419B-4E96-A1DB-D183EF759F7D},N,N,348068.518569667,295650.631327584
855,Ballard Park,CA,Wickham,Newport,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.32343424,41.46687696,Not Applicable,N,N,{EFD4AD58-A7CB-43B0-A95C-D192D5BED01F},N,N,376475.575928669,139799.073608756
856,Carbuncle Pond,FB,Plainfield Pike,Coventry,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.77004476,41.69744185,5005,?,N,{9743207D-3AD7-42F5-8D09-D1C5D4108E1E},N,N,254333.633861333,223879.480250753
857,Smithfield Ave Playground,LP,Smithfield,Pawtucket,MUN,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.41447733,41.87601264,2006-40-06,Y,Y,{E5FFEB11-23F8-486C-8B5F-D1E118789E1F},Y,N,351374.995552503,288846.147233166
858,Quidnick Ballfield,LP,Knight,Coventry,MUN,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.53947262,41.69781905,4400217,N,Y,{1A655D08-C822-47A8-885F-D1E7F09572CE},N,N,317303.357987251,223903.788929172
859,Eptheta Park,LP,Manville Hill Road,Cumberland,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.46983078,41.97395144,2018-40-05,Y,N,{0BC5BC15-8F3C-4F7F-9D11-D22138179BBA},N,N,336287.209455166,324525.461373083
860,Davey Lopes Park,LP,Prairie,Providence,MUN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.41596265,41.81035173,Not Applicable,N,N,{6FAFC82F-FBA2-405A-99EA-D221B31D31D7},Y,Y,350993.886406586,264918.863394916
861,Grand Pre Park,LP,Carolina Back,Charlestown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.65837603,41.45198699,Not Applicable,N,N,{25C98AA6-3A74-469F-9B8C-D240DC4EBDE2},N,N,284666.511843752,134363.872208834
862,Nicholas Farm,MA,Plainfield Pike,Coventry,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.7727351,41.69342239,5035,?,N,{0D7E6563-9B22-4BF5-B2CC-D262C71129D4},N,N,253594.256731167,222417.13540642
863,Town Farm Recreation Area,LP,Main,Tiverton,MUN,1,3,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.19211558,41.58292839,"887052,2020-70-13",Y,N,{18221B68-F434-42FE-B70D-D2C1A238A807},N,N,412316.11087475,182186.774922423
864,Easton's Beach,LP,Memorial,Newport,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.29183492,41.48795321,"4400222,897005,907011,20014009",Y,Y,{23F50CC8-306D-4558-86D0-D2C260DBB8DC},N,N,385117.678067002,147498.045743585
865,Queen's Fort Historic Site,SP,Lantern,Exeter,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.52201244,41.59032929,7079,?,N,{02111C29-0479-4A7D-B250-D332E49EADAF},N,N,322061.734297249,184734.10939467
866,Champlin Field,LP,Oakland Beach,Warwick,MUN,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.3980513,41.6987203,4400159,N,Y,{36E29111-8E8B-4591-9516-D33DBF96E1F3},N,N,355925.140651669,224246.203270584
867,Main Street Boat Ramp,FB,Main,Westerly,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.83214139,41.37498351,"9017,958022",Y,N,{E20A654C-3E04-4530-BA3C-D52619232545},N,Y,236923.256280586,106440.783698171
868,Wilson Reservoir,FB,Wallum Lake,Burrillville,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.72329774,41.97000215,9041,?,N,{D0567633-FB11-48DC-A3D0-D537EF6EC529},N,N,267358.508402083,323163.992311254
869,Warren Town Beach,LP,Water,Warren,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28495673,41.72295818,Not Applicable,N,N,{BBBF3618-8CFE-4721-8173-D56CF5B2C11C},N,N,386788.801037084,233135.140545167
870,Rockwell School,SC,Hope,Bristol,SCH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28095052,41.69816692,Not Applicable,N,N,{9639F044-20C3-42C5-8F20-D5CD750B19D9},N,N,387905.451690916,224104.14745234
871,White Mill Park,LP,Wallum Lake,Burrillville,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.71458006,41.96500252,2013-40-3,Y,N,{5F80A266-4518-422E-AB22-D6505A12597D},N,N,269724.679850835,321336.024182416
872,Crompton Playground,LP,Main,West Warwick,MUN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.52338207,41.68620589,"20034022,2022-70-38",Y,N,{16B9164D-3EDE-4446-8DAF-D664992A9DB3},N,N,321696.5391615,219670.453891918
873,Spring Green School,SC,Balsam,Warwick,SCH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40664291,41.73954162,Not Applicable,N,N,{3ACCC25F-AAD8-4671-ADB8-D67DDF068A67},N,N,353562.674904168,239118.538683333
874,Pilgrim High School,SC,Pilgrim,Warwick,SCH,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.40910366,41.74608269,Not Applicable,N,N,{106ECC65-07E0-4FD4-A6A5-D683A9C27BE3},N,N,352888.560766835,241501.350518756
875,Westerly Town Forest,CA,Havens,Westerly,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.81252346,41.41342338,Not Applicable,N,N,{0B90229F-2C2F-472C-910A-D72D3B43BF19},N,N,242358.150922585,120427.204544172
876,Town Landing,LP,Taft,Pawtucket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.38403546,41.87176792,958002,Y,N,{C8A73D39-D753-432F-8446-D771E3F2CF65},Y,Y,359667.771617834,287309.089283668
877,Bradford Landing,FB,Main,Westerly,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.74828321,41.40629717,9064,?,N,{65ADE89A-2315-482D-BBEE-D7C069A70E9B},N,N,259971.823372334,117773.557948589
878,Bush Hill Marsh,CA,Newtown,North Kingstown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.45290535,41.57279988,4400150,N,Y,{1B6C1106-3FA6-4160-88A0-D7CB88364054},N,N,340969.761769835,178349.416783504
879,Falls River - Austin Farm,FB,Plain,Exeter,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.74579559,41.59833597,6112,?,N,{0FE9F79C-93C4-4CD2-B372-D8255E1FCD4E},N,N,260853.172659501,187746.591886751
880,Depot Square Park,LP,Mechanic,Hopkinton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Y,-71.71654769,41.50685461,"2008-60-02,2016-40-06",Y,N,{9EB8B2C9-9371-4C6D-A6D9-D8B1F712E571},N,N,268769.513454083,154390.958138838
881,BF Norton School,SC,Broad,Cumberland,SCH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.39502326,41.9089914,2013-70-08,Y,N,{08938B6C-205B-4FF9-B63A-D92B097828D6},N,N,356658.507623252,300869.615312167
882,Middletown Middle School,SC,Turner,Middletown,SCH,0,2,1,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.27790952,41.52029125,Not Applicable,N,N,{E729C9F7-E63D-4C34-BE1F-D98744B70B2F},N,N,388902.780076835,159290.851554252
883,Gull Cove Fishing & Boating Access,FB,State 138,Portsmouth,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.23081264,41.63385044,9087,?,N,{6B9C45F1-222F-432F-8928-D9A73B002891},N,N,401671.251259003,200706.681452088
884,Melville School,SC,Bradford,Portsmouth,SCH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.27086492,41.58343285,4400230,N,Y,{8F9F6BBE-2238-4369-86BA-D9C846025D99},N,N,390770.91380775,182303.579150751
885,Ricci Field,LP,Duckworth,Cranston,MUN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,-71.45282198,41.78539747,Not Applicable,N,N,{259988B4-DA70-4267-A0FA-D9DAB85B8EB1},Y,Y,340950.159446836,255817.915389501
886,Van Zandt Pier,LP,Van Zandt,Newport,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.32250821,41.49841364,2006-60-15,Y,N,{3F3B2900-826E-4E0F-836C-DA5DE0A312CD},N,N,376705.79626875,151290.865913838
887,Westerly Peewee Football,AF,Old Hopkinton,Westerly,PRV,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.80600975,41.38689995,Not Applicable,N,N,{358CE567-97EF-4649-8B22-DA74F257E207},N,N,244110.729110334,110756.399082668
888,Eastward Look Park,LP,Sakonnet,Narragansett,MUN,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.47648297,41.39666177,4400168,N,Y,{CCC3D191-CD43-4826-A3A9-DA77788227F6},N,N,334535.709021166,114165.950662501
889,Bullock Cove Access,LP,Carousel,East Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.35672106,41.75397863,887041?,Y,N,{938623E0-79FC-40D9-A04B-DA85C1A43A3F},N,N,367178.76414175,244398.03927917
890,Taylors Landing,FB,Kingstown,South Kingstown,STA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.5512686,41.48254871,9068,?,N,{7A97E2A7-CA64-49CB-A2EE-DB83F50E32CD},N,N,314035.284799002,145464.292593256
891,Washington Oak School,SC,Walker,Coventry,SCH,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.59170702,41.70385217,Not Applicable,N,N,{706D6346-70A8-42FD-9C44-DBCCA2CD4D8A},N,N,303040.480345085,226113.068631336
892,Halifax St. Playground,LP,Halifax,Warwick,MUN,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.45834935,41.71869307,4400127,N,Y,{45604B76-3544-4AA7-8FFC-DC1739B3ED8E},N,N,339454.449511752,231510.394778922
893,Hero Park,LP,Victory Highway,Burrillville,MUN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,0,2020-40-01,Y,N,{A91F1903-F10B-4316-A57F-DC75FB37C53C},N,N,289507.319419336,321237.221886583
894,Middletown High School,SC,Reardon,Middletown,SCH,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.28821814,41.51676997,Not Applicable,N,N,{081FD501-310F-4ACB-8F8E-DCC342B35999},N,N,386082.909076169,158000.682218589
895,Macomber Stadium,AF,Blackstone,Central Falls,MUN,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,-71.3841876,41.89359393,2018-70-02,Y,N,{1222A1F0-9FBB-4C05-A605-DD600B6A9B48},Y,Y,359615.601446584,295262.503823005
896,Fogland Beach,LP,Three Rod,Tiverton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.21317045,41.55625372,Not Applicable,N,N,{4457FB52-9E20-4A37-8AFE-DDA4CE2EFFDF},N,N,406588.081320334,172447.114611752
897,Hope Pond Recreation Area & Beach,LP,Ryefield,Scituate,MUN,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.56554946,41.7353064,Not Applicable,N,N,{E4FF10A7-2E09-481D-B86D-DDA97E91DAC9},N,N,310192.172734585,237568.243883669
898,Windmill St. Playground,LP,Windmill,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.41874411,41.85621963,Not Applicable,N,N,{BF1E7BDD-0482-4F0B-93D3-DDAC802E517F},Y,Y,350219.785264499,281632.400177754
899,Mud Cove,LP,Meadow,Charlestown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.68793417,41.36110673,"2006-70-05,887045",Y,N,{386460A0-A483-4FA8-AD71-DDCEA5A31954},N,N,276491.671894252,101265.756318584
900,Barnes School,SC,Barnes,Johnston,SCH,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.48765616,41.83846207,Not Applicable,N,N,{F0283E61-CFDA-485E-B6AD-DDD4A2502BF8},N,N,331447.081996333,275151.298638672
901,Windsor Hills School,SC,Valley View,Johnston,SCH,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.47736886,41.81727159,Not Applicable,N,N,{9DDA7EF3-86B9-4EC1-A52F-DDD58A5376D0},N,N,334252.448432833,267430.064737335
902,Wilcox Park,LP,Grove,Westerly,MUN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Y,-71.82813437,41.3786039,607,?,N,{CB97CAE8-CE6A-430F-93A0-DDF8F26EFFB9},N,Y,238028.023428001,107755.761711255
903,Briggs Memorial Park,LP,High,Hopkinton,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.78959053,41.42932441,Not Applicable,N,N,{92B4322D-58DD-4139-80A6-DDFB80383413},N,N,248668.034956336,126199.268787421
904,Mount Hope Community Garden,LP,Knowles,Providence,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,-71.4044631,41.84172041,Not Applicable,N,N,{1DA4FACA-36BC-417D-9E0B-DE005B828030},Y,Y,354116.223009668,276352.874319501
905,Veterans Park Amphitheater,LP,Roosevelt,Pawtucket,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,-71.38202169,41.87954341,2013-40-17,Y,N,{B9097385-0A67-4A07-9CD9-DE193A7F15B6},Y,Y,360212.353862002,290143.249297753
906,Charlestown Town Beach,LP,Brown Hill,Charlestown,MUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,-71.6256669,41.36121066,Not Applicable,N,N,{F1B12AC0-9E1B-4092-B951-DE34E766DFF0},N,N,293585.333573002,101272.712013334
