OBJECTID,Land Use Type,Acres,Shape__Area,Shape__Length
10139,Non-urban Developed,1.19463395,52038.2576560974,930.756543291006
10140,Non-urban Developed,1.11818918,48708.3234786987,855.699884381976
10141,Non-urban Developed,0.52625638,22923.7292633057,585.276009375755
10142,Non-urban Developed,6.67161608,290615.611278534,2840.78864352919
10143,Non-urban Developed,8.72468395,380047.252082825,4192.21277624437
10144,Non-urban Developed,0.8517322,37101.4566917419,1154.92914040552
10145,Non-urban Developed,1.9289278,84024.0995025635,1387.39316878572
10146,Non-urban Developed,1.85134855,80644.7469177246,1149.49962011582
10147,Non-urban Developed,0.98587618,42944.7688903809,915.131112116385
10148,Non-urban Developed,14.19702213,618422.314949036,4890.18057581218
10149,Non-urban Developed,1.02052746,44454.1787910461,846.101668786499
10150,Non-urban Developed,8.11860286,353646.358360291,3614.19016819261
10151,Non-urban Developed,1.5483387,67445.6372413635,1022.84804344994
10152,Non-urban Developed,3.97254983,173044.27935791,2170.10167113872
10153,Non-urban Developed,15.76735495,686826.016059875,3680.49084964376
10154,Non-urban Developed,9.15510023,398796.186031342,2887.2289654106
10155,Non-urban Developed,3.01336266,131262.084163666,2227.93400717835
10156,Non-urban Developed,1.66782938,72650.6515846252,1076.35626122048
10157,Non-urban Developed,2.18526106,95189.976776123,1292.71929160426
10158,Non-urban Developed,4.34064023,189078.298168182,1767.25054305712
10159,Non-urban Developed,2.24226861,97673.2258453369,1220.10380971954
10160,Non-urban Developed,3.29377487,143476.840625763,2391.93123227428
10161,Non-urban Developed,0.96061119,41844.2256851196,1741.46511983807
10162,Non-urban Developed,2.90289562,126450.139595032,1856.92496992269
10163,Non-urban Developed,0.7513671,32729.5528297424,713.992566193346
10164,Non-urban Developed,1.11111381,48400.1203460693,835.546643245569
10165,Non-urban Developed,1.96397214,85550.6307945251,1168.2035927117
10166,Non-urban Developed,1.96011924,85382.7986602783,1208.39396318542
10167,Non-urban Developed,3.20981619,139819.600463867,2006.65898998459
10168,Non-urban Developed,4.22122755,183876.68157959,1830.864823784
10169,Non-urban Developed,3.00454694,130878.071403503,1850.78602212607
10170,Non-urban Developed,2.06432665,89922.0735778809,1562.1097330762
10171,Non-urban Developed,0.86052688,37484.5528106689,750.801329165735
10172,Non-urban Developed,1.16319164,50668.6305580139,985.049368097357
10173,Non-urban Developed,1.28939319,56165.9703445435,913.334622778272
10174,Non-urban Developed,2.25460577,98210.6322631836,1563.63364019159
10175,Non-urban Developed,0.95305895,41515.2499542236,1140.58564448829
10176,Non-urban Developed,1.61934693,70538.7561187744,1994.42396106236
10177,Non-urban Developed,1.49893215,65293.4878158569,1277.44618146422
10178,Non-urban Developed,1.21996673,53141.7537193298,1018.09745107847
10179,Non-urban Developed,7.18532485,312992.76612854,3340.81003588377
10180,Non-urban Developed,3.34439092,145681.675979614,1599.50096919014
10181,Non-urban Developed,4.4529494,193970.485622406,2210.43532123506
10182,Non-urban Developed,1.70638563,74330.161781311,1069.77689408867
10183,Non-urban Developed,4.66438736,203180.723739624,2002.68934834489
10184,Non-urban Developed,12.90097646,561966.562530518,3901.69354171266
10185,Non-urban Developed,1.89229355,82428.3115272522,1114.96111138564
10186,Non-urban Developed,1.32090703,57538.7133026123,927.79337076153
10187,Non-urban Developed,0.66561438,28994.1641807556,679.546625075891
10188,Non-urban Developed,2.30041959,100206.282672882,1396.22906701063
10189,Non-urban Developed,7.08409964,308583.396018982,4429.32003396113
10190,Non-urban Developed,3.88514444,169236.900470734,1797.7614750098
10191,Non-urban Developed,2.40157646,104612.67578125,1450.98912417886
10192,Non-urban Developed,5.68424072,247605.538105011,3339.19396420715
10193,Non-urban Developed,10.98383127,478455.714126587,3351.30482022785
10194,Non-urban Developed,2.82138981,122899.74634552,1542.21600698032
10195,Non-urban Developed,1.62673389,70860.5317955017,1072.80170936463
10196,Non-urban Developed,2.0502025,89306.825592041,1209.12274727233
10197,Non-urban Developed,5.74233003,250135.908557892,2736.25397894496
10198,Non-urban Developed,2.00676507,87414.6910629272,1235.45362458091
10199,Non-urban Developed,1.26784913,55227.5109291077,917.442476521837
10200,Non-urban Developed,1.37227188,59776.1664810181,1044.53533144463
10201,Non-urban Developed,10.76295757,468834.455245972,4245.67339180824
10202,Non-urban Developed,3.09224761,134698.312957764,1899.28403076011
10203,Non-urban Developed,12.04055557,524486.626728058,5387.67503054874
10204,Non-urban Developed,1.06420164,46356.626159668,1036.5725149502
10205,Non-urban Developed,5.85558876,255069.459457397,1889.31935345809
10206,Non-urban Developed,2.83108272,123321.969413757,1768.04971238784
10207,Non-urban Developed,1.66252325,72419.5167770386,1130.42030625237
10208,Non-urban Developed,1.11226373,48450.2105140686,835.615612144696
10209,Non-urban Developed,2.06505323,89953.7235488892,1914.22846631638
10210,Non-urban Developed,1.63400189,71177.1260681152,2012.11005835289
10211,Non-urban Developed,10.774716,469346.652572632,4972.94170651632
10212,Non-urban Developed,1.85235012,80688.3753585815,1454.40629935547
10213,Non-urban Developed,16.09643764,701160.858581543,7016.4388929269
10214,Non-urban Developed,6.88239438,299797.114212036,2970.51972315281
10215,Non-urban Developed,0.60424426,26320.8817024231,634.157317860804
10216,Non-urban Developed,2.78821862,121454.809211731,1663.23170497193
10217,Non-urban Developed,1.12037016,48803.3266448975,869.314954897221
10218,Non-urban Developed,2.65713847,115744.957740784,1298.82916144831
10219,Non-urban Developed,0.7464835,32516.8229904175,821.162549444414
10220,Non-urban Developed,18.22081707,793698.831207275,7035.36428188264
10221,Non-urban Developed,0.75884618,33055.3413238525,900.282643156623
10222,Non-urban Developed,1.36522407,59469.1635971069,921.301591318361
10223,Non-urban Developed,3.73816636,162834.534744263,2058.54586422037
10224,Non-urban Developed,4.23439631,184450.312789917,2112.84790207576
10225,Non-urban Developed,9.45951068,412056.305702209,3297.22813080619
10226,Non-urban Developed,2.55315184,111215.299865723,1764.02592439314
10227,Non-urban Developed,0.69071672,30087.6222305298,1249.51067425874
10228,Non-urban Developed,117.21157467,5105736.44594574,24652.4523394735
10229,Non-urban Developed,1.81092237,78883.7826271057,1138.5521820441
10230,Non-urban Developed,5.15447225,224528.822593689,2387.24349724291
10231,Non-urban Developed,5.47416104,238454.466873169,1978.28275181873
10232,Non-urban Developed,2.15627976,93927.5509986877,1469.61462379799
